,Tweet Id,Labels
0,1497851905917161474,0
1,1487386759222620160,0
2,1481942513498075137,0
3,1491760091648782336,0
4,1482595945103699970,0
5,1479762707351883777,0
6,1487002260165246976,0
7,1491753764285345797,0
8,1501592487671918592,0
9,1497760901067272192,0
10,1500705806643257346,0
11,1485903569081757696,0
12,1465333106651451392,1
13,1481555051835715585,0
14,1487614540988973059,0
15,1484158860835581956,0
16,1491465357001117696,0
17,1488104792929226753,0
18,1481636658718343169,0
19,1489272505546149893,0
20,1499288264821579776,0
21,1483065200664547329,0
22,1491662260670185472,0
23,1483000216001605635,0
24,1487410309212286977,0
25,1501539939837624324,0
26,1487377699043966976,0
27,1491460543202619397,0
28,1488017070193188867,0
29,1483042262305357826,0
30,1491698131922083849,0
31,1482724777718861824,0
32,1498146512232411136,0
33,1501247174679482368,0
34,1491436676383899648,0
35,1491690389064982530,0
36,1479767731549270016,0
37,1500695507269652482,0
38,1496049374224334849,0
39,1485866303173042178,0
40,1484165963532877827,0
41,1483729225027059712,0
42,1480166461091893249,0
43,1491865114718662658,0
44,1501516830074019844,0
45,1497247732091682816,0
46,1487274769078620162,0
47,1487248861110607878,0
48,1484484438406819846,0
49,1495261092506849286,0
50,1488826364530618370,0
51,1488346285132238848,0
52,1491600932953784320,0
53,1496461320648290308,0
54,1488809545187340289,0
55,1493165985716584451,0
56,1489928169818066953,0
57,1497212775503859719,0
58,1480814780961099776,0
59,1484085854130044928,0
60,1492520985609715716,0
61,1485173552969965569,0
62,1484917894547144707,0
63,1483714893249658883,0
64,1493968264858202112,0
65,1500834023936905221,0
66,1494273653076561922,0
67,1493589862276276228,0
68,1492161138498232323,1
69,1479775678048260096,0
70,1490170071465218054,0
71,1493467391078338560,0
72,1484888308152868865,0
73,1495010962574766082,0
74,1483788029710184448,0
75,1481585706116198403,0
76,1479811552949653506,0
77,1493154701298528257,0
78,1496780407223701507,0
79,1486229653211983872,0
80,1498864565391859715,0
81,1479770627896532997,0
82,1486701537883795457,0
83,1481631135042252800,0
84,1496313912433983489,0
85,1494566484420427782,0
86,1484876904704651272,0
87,1491800719741288461,0
88,1490654317447041028,0
89,1494998746307784709,0
90,1489869979231129606,0
91,1485618921718030336,0
92,1492149458636734467,0
93,1484847918448521216,0
94,1498959817687572483,0
95,1484516527173156868,0
96,1493083894345715715,0
97,1495006884876587020,0
98,1483334844373663744,0
99,1479758590663532545,0
100,1491620001740214272,0
101,1501206590384656384,0
102,1498158984901308418,0
103,1484091545905242114,0
104,1485899208813330433,0
105,1495389333838127106,0
106,1483101203232100352,0
107,1483850428215599104,0
108,1491592762193367041,0
109,1480913510393593863,0
110,1479766976343904258,0
111,1479710313201082370,0
112,1491999417473601538,0
113,1489157879588605954,0
114,1496158780983476227,0
115,1491723810483032066,0
116,1495418671476342787,0
117,1492934933781770243,0
118,1493108365287112709,0
119,1484146401538117633,0
120,1490201264696999936,0
121,1496743370001031174,0
122,1497900382131228678,0
123,1490228675798659073,0
124,1479771260901076994,0
125,1491779083956793344,0
126,1483773356189302786,0
127,1492778699175129088,0
128,1499783713562918913,0
129,1493439440940716032,0
130,1486390218366525440,0
131,1500413603924803584,0
132,1484433799039832067,1
133,1481140867524345856,0
134,1485821921409536003,0
135,1491615446604283907,0
136,1492792797531111427,0
137,1478955358005518338,0
138,1483030718565732357,0
139,1489620346789822465,0
140,1491998372844437505,0
141,1495754630327791616,0
142,1485888058243309570,1
143,1500131997871919105,0
144,1486048111147773953,0
145,1483398514214584321,0
146,1500882598020616194,0
147,1495260128253480960,0
148,1479772792346140673,0
149,1501510487942766593,0
150,1489188724919386112,0
151,1494643329698467842,0
152,1489573074211016704,0
153,1497206323234361346,0
154,1480529801131683841,0
155,1487104189306081281,0
156,1480551793910239237,0
157,1491384424931684361,0
158,1497814711986909185,0
159,1480043659051425792,1
160,1493193146246868994,0
161,1500834599336828929,0
162,1491990376369901571,0
163,1486040054443409409,0
164,1484131070224535554,0
165,1501579077366341634,0
166,1498592334933491713,0
167,1491660172703387648,0
168,1493096036214075392,0
169,1486309134651650051,0
170,1497925686660861952,0
171,1489935858300035077,0
172,1479773268592660483,0
173,1494723584950149121,0
174,1496408691024834563,0
175,1494148438497574916,0
176,1492515087504273410,0
177,1493038421761486849,0
178,1491346173382524930,0
179,1492846246590963712,0
180,1482272328369471495,1
181,1489604795933478914,0
182,1496389309808607232,0
183,1497602672936898561,0
